Names,Rates,Prices,category_name,url 
Old Records Never Die: ...,2,55.66,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Forever Rockers (The Rocker ...,3,28.8,Crime,http://books.toscrape.com/catalogue/category/books/music_14/index.html
Names,Rates,Prices,category_name,url
The Coming Woman: A ...,3,17.93,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Boys in the ...,4,22.6,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Starving Hearts (Triangular Trade ...,2,13.99,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
America's Cradle of Quarterbacks: ...,3,22.5,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Aladdin and His Wonderful ...,3,53.13,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Penny Maybe,3,33.29,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Maude (1883-1993):She Grew Up ...,2,18.02,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Inefficiency Assassin: Time ...,5,20.59,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Soul Reader,2,39.58,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Bossypants,2,49.46,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
A World of Flavor: ...,1,42.95,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
"A Piece of Sky, ...",5,56.76,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Tracing Numbers on a ...,3,41.6,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Thirteen Reasons Why,1,52.72,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Secret (The Secret ...,4,27.37,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Psychopath Test: A ...,2,36.0,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Kite Runner,4,41.82,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Girl on the ...,2,55.02,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Emerald Mystery,2,23.15,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
The Bridge to Consciousness: ...,3,32.0,Crime,http://books.toscrape.com/catalogue/category/books/default_15/index.html
Names,Rates,Prices,category_name,url
Mesaerion: The Best Science ...,1,37.59,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Join,5,35.67,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
William Shakespeare's Star Wars: ...,4,43.3,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
The Project,1,10.65,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Soft Apocalypse,2,26.12,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Sleeping Giants (Themis Files ...,1,48.74,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Arena,4,21.36,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Foundation (Foundation (Publication Order) ...,1,32.42,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
The Restaurant at the ...,1,10.92,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Ready Player One,4,19.07,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
"Life, the Universe and ...",2,33.26,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Dune (Dune #1),1,54.86,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Do Androids Dream of ...,1,51.48,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Three Wishes (River of ...,2,44.18,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
The Last Girl (The ...,2,36.26,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Having the Barbarian's Baby ...,4,34.96,Crime,http://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html
Names,Rates,Prices,category_name,url
The Book of Basketball: ...,5,44.84,Crime,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Friday Night Lights: A ...,3,51.22,Crime,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Sugar Rush (Offensive Line ...,1,24.42,Crime,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Settling the Score (The ...,2,44.91,Crime,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Icing (Aces Hockey #2),4,40.44,Crime,http://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html
Names,Rates,Prices,category_name,url
The Torch Is Passed: ...,1,19.09,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Mindfulness and Acceptance ...,4,23.89,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Art Forger,3,40.76,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
On a Midnight Clear,3,14.07,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Judo: Seven Steps to ...,2,53.9,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
"Shobu Samurai, Project Aryoku ...",3,29.06,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Modern Romance,5,28.26,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The White Queen (The ...,5,25.91,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Song of Achilles,5,37.4,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Immortal Life of ...,2,40.67,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Dovekeepers,1,48.78,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
More Than Music (Chasing ...,2,37.61,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Code Name Verity (Code ...,4,22.13,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Cell,4,20.29,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Angels Walking (Angels Walking ...,2,34.2,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A Series of Catastrophes ...,2,56.48,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A People's History of ...,2,40.79,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
A Brush of Wings ...,1,55.51,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Rook,4,37.86,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
The Midnight Watch: A ...,1,26.2,Crime,http://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html
Names,Rates,Prices,category_name,url
Unicorn Tracks,3,18.78,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
"Saga, Volume 6 (Saga ...",3,25.02,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Princess Between Worlds (Wide-Awake ...,5,13.34,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Masks and Shadows,2,56.4,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Crown of Midnight (Throne ...,3,43.29,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Avatar: The Last Airbender: ...,2,28.09,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
A Court of Thorns ...,1,52.37,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Throne of Glass (Throne ...,3,35.07,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Glittering Court (The ...,1,44.28,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Hollow City (Miss Peregrine’s ...,1,42.98,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Star-Touched Queen,5,46.02,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Hidden Oracle (The ...,2,52.26,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Bane Chronicles (The ...,4,44.73,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Island of Dragons (Unwanteds ...,1,29.65,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Demigods & Magicians: Percy ...,5,37.51,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
City of Glass (The ...,4,56.02,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Searching for Meaning in ...,1,38.73,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
The Star-Touched Queen,5,32.3,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
A Shard of Ice ...,3,56.63,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
King's Folly (The Kinsman ...,5,39.61,Crime,http://books.toscrape.com/catalogue/category/books/fantasy_19/index.html
Names,Rates,Prices,category_name,url
Without Borders (Wanderlove #1),2,45.07,Crime,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
The Mistake (Off-Campus #2),3,43.29,Crime,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
The Matchmaker's Playbook (Wingmen ...,1,55.85,Crime,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
The Hook Up (Game ...,5,36.29,Crime,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
Shameless,3,58.35,Crime,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
Off Sides (Off #1),5,39.45,Crime,http://books.toscrape.com/catalogue/category/books/new-adult_20/index.html
Names,Rates,Prices,category_name,url
The Requiem Red,1,22.65,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Set Me Free,5,17.46,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Natural History of ...,3,45.22,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Obsidian (Lux #1),2,14.86,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Burning,3,28.81,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
A Fierce and Subtle ...,4,28.13,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Scarlett Epstein Hates It ...,5,43.55,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
"Nightingale, Sing",1,38.28,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Library of Souls (Miss ...,5,48.56,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Frostbite (Vampire Academy #2),5,29.99,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Wild Swans,2,14.36,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Until Friday Night (The ...,2,46.31,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
This Is Where It ...,2,27.12,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Darkest Lie,5,35.35,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
My Kind of Crazy,1,40.36,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Don't Get Caught,1,55.35,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Catching Jordan (Hundred Oaks),3,50.83,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Aristotle and Dante Discover ...,4,58.14,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
The Epidemic (The Program ...,5,14.44,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Stars Above (The Lunar ...,2,48.05,Crime,http://books.toscrape.com/catalogue/category/books/young-adult_21/index.html
Names,Rates,Prices,category_name,url
The Most Perfect Thing: ...,4,42.96,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Immunity: How Elie Metchnikoff ...,5,57.36,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Sorting the Beef from ...,4,44.74,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Tipping Point for Planet ...,1,37.55,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Fabric of the ...,1,55.91,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Diary of a Citizen ...,1,28.41,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Origin of Species,4,10.01,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Grand Design,3,13.76,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
Peak: Secrets from the ...,2,16.28,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
"The Elegant Universe: Superstrings, ...",4,13.03,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
The Disappearing Spoon: And ...,5,57.35,Crime,http://books.toscrape.com/catalogue/category/books/science_22/index.html
